,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
30572,74706,The Hateful Eight,2015,Western,187,United States,Quentin Tarantino,"Samuel L. Jackson, Walton Goggins, Kurt Russell, Tim Roth, Jennifer Jason Leigh, Zoe Bell, Bruce Dern, Michael Madsen, Demián Bichir, Channing Tatum",7.5,7.33,8.0,633,"A few years after the American Civil War, a stagecoach makes its way through Wyoming's winter landscape. The passengers, bounty hunter John Ruth (Kurt Russell) and fugitive Daisy Domergue (Jennifer Jason Leigh), are headed for the city of Red Rock, where the man, better known as ""The Hangman"", will deliver the wanted to the justice. Along the way, they meet two strangers: Major Marquis Warren (Samuel L. Jackson), a black former Union soldier who became a notorious bounty hunter, and Chris Mannix (Walter Goggins), a southern renegade who claims to be the new sheriff of town. Due to a snowstorm, the four are welcomed at a mountain refuge, where there are not the owners waiting for them, but four faces they have never seen before. Bob (Demian Bichir), the one who takes care of the place in the absence of the owner visiting his mother, is holed up there with the executioner Oswaldo Mobray (Tim Roth), with the cowboy Joe Cage (Michael Madsen) and with the Confederate general Sanford Smithers (Bruce Dern). As the storm rages, the eight travelers will learn how their destination isn't so easy to reach. Between betrayals and deceptions, they will have to try to survive the situation.",,2,2,2,3,0
19169,33262,Underclassman,2005,Action,95,United States,Marcos Siega,"Kelly Hu, Nick Cannon, Adrian Young, Art Bonilla, Bart McCarthy, Ian Gomez",3.3,4.0,3.0,4,"After the mysterious death of a school newspaper assault reporter, the LAPD captain sends bicycle officer Tracy ""Tre"" Stokes on an investigative mission. ""Tre"" goes undercover in the school (an exclusive private high school attended by high society students) and immediately gets into trouble with the principal: but he discovers that the boy's death is linked to a recent series of car thefts in turn part of a bigger deal that also involves drug trafficking ...",Flat and predictable script: It's not with movies like these that Nick Cannon can aspire to the title again Eddie Murphy.,1,2,0,1,0
16105,26116,These Thousands Hill,1959,Western,96,United States,Richard Fleischer,"Don Murray, Lee Remick, Patricia Owens, Richard Egan, Stuart Whitman",6.2,6.0,6.0,9,"The wolf hunter Lat Evans wants to become the owner of a farm: thanks to the savings of the prostitute Callie, who has fallen in love with him, he manages to make his dream come true. After a few years, Lat - who became a senator - forgets about Callie and marries Joyce, only to repent ...","From a novel by Alfred B. Guthrie jr. (who is writing with Alfred Hayes), Fleischer draws a western full of interesting ideas, even if the director of _The hyenas of Chicago_ and _Viaggio hallucinante_ has certainly done better. Discreet the protagonist Murray, splendid Remick (not yet twenty-four at the time) in the role of Callie.",0,2,0,2,0
2146,3258,Rampage,1963,Adventure,98,United States,Phil Karlson,"Robert Mitchum, Elsa Martinelli, Jack Hawkins, Sabu, Cely Carillo, Emile Genest, Stefan Schnabel, David Cadiente, Sylva Koscina",5.6,6.0,5.0,9,"On behalf of a German zoo, Harry captures the ""Enchantress"" in Malaysia, a strange and very rare hybrid between the tiger and the leopard. After taking her to Germany, Abbott, a rival hunter, frustrated by Harry's superiority even in sentimental matters, releases the beast out of jealousy. A new beat is therefore necessary, this time between the roofs and the houses. Abbott falls victim to his own machinations as Harry saves his homeland once again.","Scarce emotions, a mixture of genres and settings, in a film directed by a prince of B series films, also very active on television.",0,2,0,2,1
3749,5736,Quintet,1979,Fantasy,119,United States,Robert Altman,"Paul Newman, Vittorio Gassman, Fernando Rey, Bibi Andersson",6.1,6.14,6.0,54,"The earth is in the midst of a new glaciation; humanity is exhausted. Among those who still have energy at their disposal, a game called Quintet, which has the life of the losers at stake, is very fashionable. Essex is a hunter who agrees to play to understand what the meaning of this experience is. Cinematic meditation by Robert Altman, full of symbols and based on the very rules of the game that gives it its title. Cold film (and certainly not for its setting), which stages a sort of last act of degraded humanity, openly aiming at an involvement that is more intellectual than emotional.",,1,2,3,3,0
10575,16706,Transformation,1988,Fantasy,84,United States,Jay Kamen,"Anthony Barnao, Michael C. Hennessy, Lisa Langlois, Patrick Macnee",3.0,4.0,2.0,3,An intergalactic pilot tries to block the spread of a deadly virus that could lead to the destruction of all life in the Universe.,"Jay Kamen's film belongs more to that kind of films than to the science fiction genre that mix the least worst science fiction and horror. It is better not to talk about the actors, as well as the direction. Real cinema is, fortunately, something else.",1,1,0,1,0
29703,69285,Fallen,2016,Fantasy,91,United States,Scott Hicks,"Addison Timlin, Jeremy Irvine, Harrison Gilbertson, Joely Richardson, Sianoa Smit-McPhee, Lola Kirke, Daisy Head, Malachi Kirby, Hermione Corfield, Chris Ashby",4.0,4.0,4.0,29,"Seventeen-year-old Luce Price with strong willpower leads a seemingly normal life until the day she is accused of an unspoken crime. Sent to a rigid reformatory, Luce is courted by two boys to whom she feels inexplicably linked. Haunted by strange visions, she begins to reveal secrets related to her past, discovering that the two boys are nothing more than fallen angels in love with her for centuries. In clarifying her feelings, Luce will have to choose which side to take sides in an epic battle between Heaven and Hell.",,0,1,1,1,0
26019,49574,Hostel: Part III,2011,Horror,88,United States,Scott Spiegel,"Brian Hallisay, Kip Pardue, Kelly Thiebaud, Skyler Stone, Thomas Kretschmann, Zulay Henao, John Hensley, Barry Livingston, Sarah Habel, Evelina Oboza, Danny Jacobs, Nickola Shreli",3.2,3.0,3.0,39,"Before marrying girlfriend Amy, Scott is persuaded by his best friend Carter to say goodbye to the carefree single life with a bachelor party in Las Vegas of sex, booze and wild fun, to share with two other close friends. During the evening, the group is bewitched by two sexy escorts who manage to be followed to an exclusive private party where the four friends will become the subject of sadistic torture by a secret organization of wealthy bored in search of strong emotions.",,1,2,0,2,2
13411,21582,Octopus,2000,Fantasy,100,United States,John Eyres,"Jay Harrington, Ravil Isyanov, David Beecroft, Carolyn Lowery",5.3,6.0,5.0,7,"To reach the place where he will be tried, a terrorist is boarded on a submarine. During the voyage, the vessel must cross the ""Devil's Eye"", a stretch of sea in which several ships have disappeared: and it is here that the crew is attacked by a prehistoric octopus ...",,0,2,0,2,0
7320,11385,Dirty Dingus Magee,1970,Western,90,United States,Burt Kennedy,"Frank Sinatra, George Kennedy, Anne Jackson, Lois Nettleton",6.1,6.0,6.0,8,"Dingus Magee steals $ 400 from Hoke Magee. He, appointed sheriff of Buco Stanco by the mayor Belle Knaps, owner of the local brothel, captures him, but Dingus is freed by the beautiful Indian Anna Horwater. He later gets involved in an Indian war, finds a jade chest hidden in a cemetery and gets married, but the marriage goes awry.","Western between farce and adventure: a divertissement signed by Burt Kennedy with an ""all star"" cast but without great verve.",1,2,0,1,0
24578,44620,Cross,2011,Action,105,United States,Patrick Durham,"Brian Austin Green, Michael Clarke Duncan, Vinnie Jones, Tom Sizemore, Robert Carradine, Danny Trejo, C. Thomas Howell, Rachel Miner, Jake Busey, William Zabka",2.4,2.5,2.0,6,"Callan (Brian Austin Green) has obtained extraordinary physical powers thanks to an ancient Celtic cross that he uses to collaborate, together with a group of special agents, with the FBI in order to fight the crime forces, led by Erlik (Michael Clarke Duncan), and defend the harmony of the city of Los Angeles. When Gunnar, an ancient Viking warrior in search of blood, arrives in the city wreaking havoc and destruction, Erlik takes advantage and joins him in trying to kill Callan. Heard of Erlik's deal with Gunnar, Detective Nitti (Tom Sizemore) tries to warn Callan before the two dangerous criminals find him.",,0,0,0,0,0
27206,54347,Annihilation Earth,2009,Action,86,United States,Nick Lyon,"Luke Goss, Marina Sirtis, Colin Salmon, Casey Angelova, Velizar Biney, Louise Cliffe, Theo Cross, Ryan Spike Dauner, Didem Erol, Laura Giosh",2.6,,3.0,9,"In the not too distant future, the entire West's energy supply depends on two super-reactors. A terrorist attack destroys one of the two reactors, putting the very existence of mankind at risk but a mission of heroic scientists tries to save the Earth.",,0,0,0,0,0
2453,3732,The Body Snatcher,1945,Horror,77,United States,Robert Wise,"Boris Karloff, Bela Lugosi, Henry Daniell, Russell Wade, Rita Corday, Edith Atwater, Sharyn Moffett, Donna Lee",7.7,7.5,8.0,63,"MacFarlane, a scientist, conducts studies in the field of pathological anatomy and is always in need of fresh cadavers. A grim driver finds them for him, who first goes to take them directly from the tomb, then decides to find them even fresher by killing people, and finally blackmails the professor, with tragic consequences.","From an episode that really happened in Victorian England, told by Robert Louis Stevenson in one of his stories, Wise draws inspiration for one of his most beautiful films, which has become a horror classic over the years. Produced and written by Val Lewton.",0,3,2,4,0
34495,151351,Bumblebee,2018,Fantasy,113,United States,Travis Knight,"Hailee Steinfeld, John Cena, Jorge Lendeborg Jr., John Ortiz, Jason Drucker, Pamela Adlon, Stephen Schneider, Kenneth Choi, Abby Quinn, Peter Cullen, Vanessa Ross, Christian Hutcherson, Rachel Crow",6.1,6.4,6.0,64,"On the run in the year 1987, Bumblebee finds refuge in the landfill of a small California beach town. Charlie, a young woman who is about to turn 18 and is looking for her place in the world, discovers Bumblebee, scarred and broken by previous battles. Putting it back together, he will discover that this is no ordinary yellow beetle.",,0,0,0,0,0
3907,5992,Challenge to Lassie,1949,Adventure,95,United States,Richard Thorpe,"Edmund Gwenn, Donald Crisp, Geraldine Brooks, Reginald Owen",6.5,6.0,7.0,4,"Lassie is far away, but her instincts bring her home in time to say goodbye to the master who has died and is about to be buried. Third film dedicated to the dog with the heart of gold; here a true story is told, brought back from the Scottish chronicles of the last century. In return, Liz Taylor is missing in the part of the owner. Only for dog-loving children.",,1,2,0,1,0
