,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
7668,11962,Four for Texas,1963,Western,124,United States,Robert Aldrich,"Frank Sinatra, Dean Martin, Anita Ekberg, Ursula Andress",5.2,4.88,6.0,37,"Joe and Zack are two adventurers who fortunately came into possession of the sum of one hundred thousand dollars. Joe wants to install a gambling house on a boat. Zack deals with a shady banker to make his life difficult, but when the banker manifests his true purposes, Joe and Zack team up and manage to knock him out, thus cementing their friendship. Stellar cast (both in the couple of protagonists and in the two side bellone) for Aldrich who gives us a western not without irony. If the film never takes itself seriously and fails to reach the scatentao rhythm it set itself, there are still some enjoyable moments.",,2,3,0,1,1
4385,6732,Witchboard,1986,Horror,97,United States,Kevin Tenney,"Todd Allen, Tawny Kitaen, Stephen Nichols, Cathleen Wilhoite",5.9,5.67,6.0,12,"During a party with friends, Brandon exhibits a tablet full of strange inscriptions, the ""ouija"", a kind of tool for summoning spirits. An experiment is then attempted by evoking the spirit of David. Handcrafted horror as it is not done anymore.",,0,2,0,2,1
1787,2720,At Sword's Point,1951,Adventure,81,United States,Lewis Allen,"Cornel Wilde, Maureen O'Hara, Robert Douglas, Gladys Cooper, June Clayworth, Dan O'Herlihy, Alan Hale jr., Blanche Yurka, Nancy Gates",6.3,7.0,6.0,16,"Although Louis XIII, dying, left a minor heir as heir to the throne, the Duke of Lavalle actually dominates the kingdom of France, with the intention of marrying the Queen's daughter and thus making his power legitimate. The children of the famous musketeers, three young men and a girl arrive to help the sovereign. Never four will have their problems returning the throne to the Dauphin.","Some good duels, but there is little new compared to the other films in the series. Allen directs with impeccable rhythm, the actors are the right ones.",1,2,1,2,1
6922,10779,Vibes,1988,Adventure,118,United States,Ken Kwapis,"Cyndi Lauper, Jeff Goldblum, Peter Falk, Michael Lerner",4.5,4.67,4.0,13,"Harry Buscafusco's son has mysteriously disappeared in the mountains of Ecuador. To find him, Harry hires two psychics: Nick and Sylvia. The trio sets off for South America, but it quickly becomes clear that Buscafusco has no children, much less dispersed. His only hope is to get his hands on a fabulous Indian treasure ...","Lowell Ganz and Babaloo Mandel are two highly respected comedy writers (including _Scappo dalla città_). Cyndi Lauper, in her first starring role, is the lead singer of _Girls Just Want to Have Fun_. Here, however, hardly anyone has fun. Also wasted the big names of the cast, from Jeff Goldblum to Peter Falk.",1,2,0,1,1
31540,82166,Gutshot Straight,2014,Action,85,United States,Justin Steele,"George Eads, AnnaLynne McCord, Steven Seagal, Ted Levine, Vinnie Jones, Stephen Lang, Tia Carrere, Fiona Dourif, Elsie Fisher, John Lewis",4.8,,5.0,4,"A professional poker player named Jack, in a moment of little luck, makes a deal with Duffy, a rich and underworld man from Las Vegas, to make some quick cash and pay off his debts. But when the deal turns into something dangerous, Jack must learn to be smarter than his enemies in order to move forward and protect his family by asking a loan shark for help.",,0,0,0,0,0
15657,25377,Bad Boys II,2003,Action,147,United States,Michael Bay,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare, Joe Pantoliano",4.7,4.67,5.0,113,"Miami narcotics team detectives Mike Lowrey and Marcus Burnett are on a task force to stem the spread of ecstasy in the city. Unintentionally, they discover a grandiose conspiracy involving a ruthless drug lord, willing to kill anyone who intrudes on his plans to control all drug trafficking. To complicate the situation comes Syd, Marcus's sister and undercover agent of the drug team.","In other times, it would have been a harmless C-series short film, ironic and quick. With producer Bruckheimer's estrogen, it becomes a kind of bewildering blockbuster, inexplicably lasting two and a half hours and piling up chases with thirty crashed cars or slow motion scenes of a bullet piercing Martin Lawrence's buttock.",1,2,0,1,1
4574,7043,Firewalker,1986,Adventure,109,United States,J. Lee Thompson,"Chuck Norris, Louis Gossett jr., Melody Anderson, Will Sampson",4.6,4.8,4.0,25,"Max Donigan and Leo Porter are two adventurers. They learn of a fabulous treasure hidden in the basement of an Aztec temple. The two, flanked by a girl, Melody, in possession of a magical dagger, set off in search. They are opposed by the natives but, after a thousand adventures, they manage to take possession of the treasure.",Fourth hand history and predictable smashing developments.,1,2,0,1,1
18995,32861,The Beast,1996,Horror,140,United States,Jeff Bleckner,"William Petersen, Karen Sillas, Charles Martin Smith, Ronald Guttman",4.9,4.5,5.0,18,"The small coastal community of Graves Point is devastated by the tragic and inexplicable disappearance of a young couple at sea. After some inspections, Dr. Talley - a marine biologist - believes that he has found the mystery solved: a very rare and enormous squid would wander in the depths ...",,0,1,0,3,0
5771,8979,The Big Circus,1959,Adventure,108,United States,Joseph M. Newman,"Victor Mature, Rhonda Fleming, Peter Lorre, Red Buttons, Vincent Price",5.8,6.0,6.0,6,"In order to obtain a loan, the owner (Mature) of a circus accepts the presence of the administrator (Fleming) sent by the bank. Film not very original, but which has a good fluidity of development. Worth a look at least for Peter Lorre who is a clown.",,2,2,0,1,0
35318,162239,Mongolian Death Worm,2010,Action,90,United States,Steven R. Monroe,"Sean Patrick Flanery, Victoria Pratt, George Cheung, Drew Waters, Matthew Tompkins, Nate Rubin, Jon Mack, Tiger Sheu, Ryan Manalansan, Cheryl Chin",4.5,,5.0,4,"An American oil company builds a research well in the vast Mongolian desert. During the excavations, however, they come across something terrible that was lying underground and that should not be disturbed. The deadly creatures that have emerged from underground begin to reproduce and disperse, devouring everything in their path.",,0,0,0,0,0
3832,5875,The Frozen Dead,1967,Horror,99,United States,Herbert J. Leder,"Dana Andrews, Anna Palk, Philip Gilbert, Karel Stepanek",5.3,5.5,5.0,4,"Dr. Norberg (Andrews) keeps the hibernating bodies of some Third Reich hierarchs in his laboratory near London. When he is ordered to ""thaw"" them in view of a future Nazi rescue, a series of terrifying events begins that will end only thanks to the force of the thought of a girl whose head is detached from her body. Shot in England, the film is definitely on the heavy side in terms of gruesome visions, but the clumsy script by Herbert J. Leder, also producer and director, does not know how to put such a heap of horrors to good use. Too bad, because the idea was really bizarre.",,2,2,2,2,1
2700,4118,Gun Belt,1953,Western,77,United States,Ray Nazzaro,"George Montgomery, Tab Hunter, Helen Westcott, John Delmer, William Bishop, Jack Elam, Douglas Kennedy, James Millican, Hugh Sanders",7.3,8.0,7.0,4,"Billy Ringo, the bravest of Tombstone's riflemen, decides to hang up his rifle and lead a normal life. The cowboy has met a young milliner and is looking forward to starting a new life. To his misfortune, his brother Matt is not of the same idea as he organizes a bank heist and tries to involve Billy as well. Matt ends up killed and the blame seems to fall on his brother who can barely escape the lynching of the crowd.",A beautiful photograph and a decent script put this western a step above the routine. Chases and shootings are wasted.,0,2,2,2,0
20963,37982,The Eye,2008,Horror,97,United States,"David Moreau, Xavier Palud","Jessica Alba, Rade Serbedzija, Parker Posey, Alessandro Nivola, Fernanda Romero, Rachel Ticotin, Obba Babatundé, Danny Mora, Chloë Grace Moretz, Brett Haworth",5.3,5.2,5.0,38,"Sidney Wells is a famous violinist who has been blind since the age of five. Sister Helen, who has always felt responsible for her blindness, however, has a cornea transplant planned for her which should give her back the use of her eyes. The operation seems to be successful, but the girl begins to see dead people everywhere. What is worse is that the clearer the view becomes, the more monstrosity of the visions increases. Who did Sidney's new corneas belong to?","Remake of Hong Kong's _The Eye_ by the Pang brothers, it makes extensive use of digital for gruesome appearances. Able to satisfy undemanding palates, however, it does not shine for inventiveness.",0,2,0,2,0
321,510,Neon City,1992,Fantasy,105,United States,Monte Markham,"Michael Ironside, Vanity, Lyle Alzado, Valerie Wildman, Nick Klar, Juliet Landau, Arsenio 'Sonny' Trinidad, Richard Sanders, Monte Markham",6.1,6.0,6.0,7,"The bounty hunter Henry Stark must cross a vast and desolate expanse to reach, together with his prisoner, the city of Neon City. There you will be able to claim the prize. The territory that the two must cross is fraught with danger: attacks by criminal mutants and the presence of a lethal toxic cloud. They are joined by a small group of stragglers and the adventure begins.",It is not difficult to see a distant reference to the adventures of Mad Max: the ruins of a post-technological history of risky nomadism are not exactly a novelty in the cinema. But one can always console oneself by admiring Vanity's graces.,0,2,0,1,0
33961,145505,Death Wish,2018,Action,107,United States,Eli Roth,"Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone, Dean Norris, Beau Knapp, Kimberly Elise, Len Cariou, Jack Kesy, Ronnie Gene Blevins, Kirby Bliss Blanton",5.0,4.33,6.0,97,"Paul Kersey, a Chicago surgeon, is a docile family man who finds himself re-prioritizing his life after his wife and daughter are victims of a violent raid on their home. Moved by the desire for revenge, he will stop at nothing to achieve his goal.",Remake of The Night Vigilant (1974).,0,0,0,0,0
3672,5623,When Worlds Collide,1951,Fantasy,81,United States,Rudolph Maté,Richard Derr,7.3,8.33,6.0,14,"Two planets that have entered the orbit of the Earth, condemn the planet to imminent destruction. Naive science fiction produced by George Pal. Oscar for special effects, some of which still maintain a certain effectiveness today.",,0,0,0,0,0
32745,128045,Air Collision,2012,Action,92,United States,Liz Adams,"Reginald VelJohnson, Jordan Ladd, Gerald Webb, Michael Teh, Darin Cooper, Darren Anthony Thomas, Andy Clemence, Meredith Thomas, Stephanie Hullar, Caryn Ward",4.2,,4.0,13,A solar storm wipes out the air traffic control system. Air Force One passengers and airliners find themselves on a collision course in the skies over the Midwest.,,0,0,0,0,0
35479,164061,Escape Room,2019,Horror,100,United States,Adam Robitel,"Taylor Russell, Logan Miller, Deborah Ann Woll, Jay Ellis, Tyler Labine, Nik Dodani, Yorick Van Wageningen, Jessica Sutton, Adam Robitel, Jamie-Lee Money, Kenneth Fok",5.2,4.86,6.0,62,"Six strangers find themselves in an impenetrable escape room, forced to manage a situation that, completely out of their control, requires intelligence and ingenuity to find clues and escape death.",,0,0,0,0,0
3037,4598,Navy Seals,1990,Action,113,United States,Lewis Teague,"Charlie Sheen, Michael Biehn, Joanne Whalley",4.3,4.0,5.0,24,"In the army of the United States of America, a special group called ""Seals"" is trained according to the harshest laws of selection. The men who are part of it must always be ready for anything. The group is sent to the Middle East on the trail of terrorist Ben Shaheed, and the missiles he possesses. Some vicissitudes lead them to Lebanon where a bloody clash will take place with the killing of the terrorists.","In the beginning it was ""That dirty dozen"" then the various ""Top Guns"". However, the direction of Lewis Teague, better known as a horror director, is interesting.",1,3,0,2,0
